age,job,marital,education,default,balance,housing,loan
45,blue-collar,single,primary,no,116,no,no
26,self-employed,married,tertiary,no,10005,yes,no
36,unemployed,divorced,secondary,no,5,yes,no
25,management,single,tertiary,no,702,no,no
54,retired,married,secondary,no,24,no,no
45,technician,married,secondary,no,1441,yes,no
36,technician,single,secondary,no,4136,yes,no
32,management,married,tertiary,no,2737,yes,no
55,unknown,married,tertiary,no,197,no,no
55,blue-collar,married,secondary,no,5874,no,yes
55,retired,divorced,primary,no,1420,no,no
40,housemaid,married,primary,no,224,yes,no
38,housemaid,single,secondary,no,902,no,no
33,blue-collar,married,secondary,no,53,no,no
57,management,married,unknown,no,0,no,no
47,technician,married,secondary,no,11,no,no
30,technician,married,secondary,no,2326,no,no
48,entrepreneur,married,secondary,no,2247,no,no
50,management,married,tertiary,no,0,no,no
51,technician,divorced,secondary,no,-471,yes,no
46,admin.,married,secondary,no,311,yes,no
30,management,married,tertiary,no,1882,no,no
28,student,single,secondary,no,196,yes,no
41,services,married,secondary,no,890,yes,no
30,admin.,married,tertiary,no,1717,yes,yes
31,technician,single,tertiary,no,0,no,no
47,entrepreneur,single,tertiary,no,6651,no,no
41,technician,married,secondary,no,2152,no,no
64,housemaid,married,primary,no,768,no,no
27,blue-collar,married,secondary,no,191,yes,no
37,technician,single,tertiary,yes,-1,no,no
36,technician,single,secondary,no,966,no,no
34,blue-collar,married,primary,no,-1,yes,no
54,services,married,secondary,no,0,yes,yes
38,technician,single,tertiary,no,5122,yes,no
45,technician,married,tertiary,no,5110,no,no
53,blue-collar,married,primary,no,10,yes,no
27,technician,single,unknown,no,-277,yes,no
56,admin.,married,primary,no,0,yes,no
36,technician,married,secondary,no,3350,yes,no
33,blue-collar,single,primary,no,-258,yes,no
35,blue-collar,divorced,secondary,no,286,yes,no
37,services,married,secondary,no,2915,no,no
56,technician,married,secondary,no,803,no,no
46,housemaid,married,primary,no,3512,no,no
30,services,single,secondary,no,346,yes,no
52,technician,married,tertiary,no,0,no,no
29,unemployed,single,tertiary,no,0,yes,no
39,admin.,single,secondary,no,1413,yes,no
50,blue-collar,married,primary,no,260,yes,no
55,technician,married,secondary,no,55,yes,yes
45,blue-collar,married,secondary,no,2718,yes,no
30,blue-collar,married,secondary,no,579,yes,no
57,retired,married,primary,no,13,yes,no
42,housemaid,married,primary,no,2328,no,no
35,management,married,tertiary,no,0,yes,no
45,technician,married,secondary,no,89,yes,no
55,unknown,married,secondary,no,0,yes,no
31,management,married,tertiary,no,256,yes,no
32,technician,married,secondary,no,616,yes,no
36,blue-collar,married,secondary,no,270,yes,no
36,management,married,tertiary,no,0,no,yes
33,management,married,tertiary,no,3090,yes,no
27,student,single,tertiary,no,1013,no,no
35,unemployed,single,secondary,no,3854,no,no
34,management,married,tertiary,no,912,yes,no
47,management,single,tertiary,no,334,yes,no
35,management,married,tertiary,no,0,no,no
50,admin.,married,secondary,no,0,yes,yes
35,blue-collar,single,secondary,no,0,yes,no
42,technician,married,secondary,no,2980,yes,no
41,management,single,tertiary,no,195,no,no
32,admin.,single,secondary,no,471,yes,yes
37,technician,married,secondary,no,101,yes,yes
38,self-employed,married,tertiary,no,585,yes,no
49,services,married,secondary,no,2058,yes,no
27,technician,single,secondary,no,1693,yes,yes
53,blue-collar,married,secondary,no,21522,no,no
53,retired,married,secondary,no,136,yes,no
51,services,married,secondary,no,434,no,no
35,management,married,tertiary,no,1471,yes,yes
33,technician,married,secondary,no,-616,yes,no
49,technician,married,secondary,no,673,no,no
42,housemaid,divorced,secondary,no,37,yes,no
34,blue-collar,married,secondary,no,1221,yes,no
39,management,divorced,tertiary,no,517,yes,no
28,services,single,secondary,no,-116,no,no
55,technician,divorced,secondary,no,1705,no,no
34,blue-collar,married,secondary,no,577,yes,no
39,management,married,secondary,no,2198,no,no
22,admin.,single,secondary,no,5,yes,no
56,admin.,single,secondary,no,2815,yes,no
43,services,married,secondary,no,778,no,no
54,blue-collar,married,unknown,no,310,yes,no
50,admin.,married,secondary,no,242,yes,no
30,admin.,married,secondary,no,1265,yes,yes
35,blue-collar,married,primary,no,1033,yes,no
35,services,married,secondary,no,302,yes,no
46,blue-collar,married,secondary,no,0,no,no
37,technician,single,tertiary,no,197,no,yes
29,blue-collar,married,primary,no,149,yes,no
26,admin.,married,secondary,no,710,yes,no
36,blue-collar,divorced,secondary,no,221,yes,yes
48,unemployed,married,secondary,no,11298,yes,no
40,blue-collar,married,primary,no,2562,yes,no
48,management,married,tertiary,no,0,no,no
35,management,single,tertiary,no,7918,no,no
54,admin.,married,secondary,no,0,no,no
43,unemployed,married,secondary,no,174,yes,yes
50,management,divorced,tertiary,no,738,yes,no
46,admin.,divorced,secondary,no,-454,yes,no
44,blue-collar,married,primary,no,-312,yes,no
35,admin.,divorced,secondary,no,183,yes,no
54,blue-collar,married,primary,no,209,no,no
39,entrepreneur,married,tertiary,no,2,yes,no
40,technician,married,tertiary,no,483,yes,yes
42,services,married,primary,no,2567,yes,no
52,technician,married,tertiary,no,1405,no,no
46,admin.,married,secondary,no,660,yes,yes
31,management,single,tertiary,no,12857,yes,no
26,management,single,secondary,yes,0,no,no
44,services,married,secondary,no,2439,yes,no
36,technician,single,secondary,no,1044,yes,no
45,management,married,tertiary,no,2185,yes,no
25,management,single,tertiary,no,219,no,no
32,services,single,secondary,no,0,yes,yes
28,entrepreneur,single,tertiary,no,219,yes,no
29,blue-collar,single,secondary,no,1296,yes,no
45,self-employed,single,secondary,no,1029,yes,no
54,retired,divorced,secondary,no,451,yes,yes
60,management,married,tertiary,no,13360,no,no
31,management,single,tertiary,no,2734,yes,no
26,student,single,secondary,no,229,yes,no
53,management,married,tertiary,no,6525,no,no
23,blue-collar,married,primary,no,531,yes,no
54,blue-collar,married,primary,no,-119,yes,no
32,management,married,tertiary,no,2213,no,no
48,technician,single,secondary,no,957,no,no
39,admin.,married,secondary,no,0,no,no
38,self-employed,single,tertiary,no,0,yes,no
55,retired,married,secondary,no,123,no,no
33,services,married,secondary,no,-333,yes,no
59,retired,divorced,secondary,no,0,no,no
57,management,single,tertiary,no,1387,yes,yes
26,admin.,single,unknown,no,477,yes,no
43,blue-collar,married,secondary,no,1324,yes,no
28,management,single,tertiary,no,0,yes,no
44,technician,divorced,secondary,no,-357,yes,yes
38,technician,married,tertiary,no,1161,no,no
50,admin.,divorced,secondary,no,0,yes,no
48,blue-collar,married,secondary,no,709,no,no
39,self-employed,single,tertiary,no,763,yes,yes
42,admin.,single,primary,no,1022,yes,no
57,retired,divorced,secondary,no,1029,no,yes
54,management,single,tertiary,no,1439,yes,no
57,unknown,divorced,primary,no,2648,no,no
43,services,married,primary,no,2567,yes,no
42,technician,married,secondary,no,2980,yes,no
22,admin.,married,secondary,no,541,yes,no
28,management,single,tertiary,no,187,no,no
70,retired,married,primary,no,324,no,no
56,entrepreneur,married,tertiary,no,21,no,yes
30,management,married,tertiary,no,101,yes,no
57,blue-collar,married,secondary,no,0,yes,no
31,blue-collar,single,secondary,no,707,yes,no
32,blue-collar,married,secondary,no,419,yes,no
58,self-employed,divorced,primary,no,964,no,no
45,blue-collar,married,primary,no,185,no,no
45,blue-collar,single,secondary,no,0,yes,no
43,blue-collar,married,secondary,no,902,yes,no
32,self-employed,single,tertiary,no,4024,no,no
31,student,single,unknown,no,640,no,no
31,management,married,tertiary,no,233,no,no
30,management,single,tertiary,no,1269,yes,no
31,services,divorced,secondary,no,93,yes,no
30,management,single,tertiary,yes,-1105,yes,no
52,services,married,primary,no,3016,yes,no
47,services,married,secondary,no,1111,no,yes
55,blue-collar,divorced,secondary,no,462,yes,no
49,blue-collar,married,primary,yes,-1385,no,no
44,technician,married,secondary,no,5597,yes,no
24,student,single,secondary,no,2726,yes,no
51,self-employed,married,tertiary,no,5350,yes,yes
41,blue-collar,married,primary,no,7735,yes,no
50,technician,married,secondary,no,7098,yes,no
31,student,single,unknown,no,640,no,no
28,management,single,tertiary,no,150,no,no
55,blue-collar,married,secondary,no,-473,yes,no
52,blue-collar,married,secondary,no,5275,no,no
37,management,married,tertiary,no,0,yes,no
44,entrepreneur,divorced,tertiary,no,243,yes,yes
41,management,married,secondary,no,0,yes,yes
49,management,married,tertiary,no,2881,yes,yes
59,management,married,primary,no,252,no,no
32,admin.,single,secondary,no,223,yes,no
56,blue-collar,married,primary,no,0,no,no
35,management,divorced,tertiary,no,146,no,no
33,services,married,secondary,no,2533,yes,no
37,management,married,tertiary,no,649,no,no
51,services,married,secondary,no,276,no,no
27,blue-collar,single,secondary,no,535,no,yes
28,technician,single,secondary,no,440,no,yes
49,services,married,secondary,no,884,yes,no
27,blue-collar,divorced,secondary,no,9,yes,yes
41,self-employed,married,secondary,no,3123,no,no
41,blue-collar,married,secondary,no,1293,yes,yes
37,technician,married,secondary,no,344,yes,yes
43,technician,divorced,secondary,no,177,yes,no
32,services,single,secondary,no,148,yes,no
43,technician,married,tertiary,no,4333,yes,no
39,blue-collar,divorced,secondary,no,150,yes,no
44,blue-collar,married,secondary,no,167,yes,no
43,blue-collar,married,secondary,no,514,yes,no
40,services,single,secondary,no,-61,yes,no
52,services,married,primary,no,1625,no,no
27,admin.,married,secondary,no,53,yes,no
54,management,married,tertiary,no,69,no,no
29,management,single,unknown,no,1584,yes,no
54,management,married,tertiary,no,6525,yes,no
49,management,divorced,tertiary,no,-2049,yes,yes
42,self-employed,single,tertiary,no,2731,no,no
37,services,single,secondary,no,105,no,yes
26,unemployed,single,tertiary,no,370,no,no
71,retired,married,secondary,no,91,no,no
36,blue-collar,married,secondary,no,2095,yes,no
53,self-employed,divorced,tertiary,no,2013,no,no
54,retired,married,secondary,no,6449,no,no
35,blue-collar,married,primary,no,2953,yes,no
35,technician,married,secondary,no,251,yes,no
49,admin.,married,secondary,no,1530,no,yes
34,technician,married,secondary,no,7487,no,no
53,technician,single,secondary,no,198,yes,no
33,management,divorced,tertiary,no,-848,no,no
69,retired,married,secondary,no,2473,no,no
44,technician,divorced,secondary,no,106,yes,no
47,technician,married,primary,no,12531,yes,no
31,technician,single,secondary,no,2460,no,no
51,blue-collar,married,secondary,no,700,yes,yes
31,management,single,tertiary,no,0,no,no
57,retired,married,primary,no,1238,no,no
34,blue-collar,single,secondary,no,13408,yes,no
42,services,married,secondary,no,774,no,no
30,management,single,tertiary,no,502,no,no
57,retired,married,secondary,no,415,yes,no
33,technician,married,secondary,no,575,yes,yes
53,management,divorced,secondary,no,255,no,no
39,services,divorced,secondary,no,1957,yes,no
59,blue-collar,married,primary,no,1723,no,no
39,blue-collar,married,primary,no,317,no,no
39,management,single,tertiary,no,11971,yes,no
29,technician,divorced,tertiary,no,-317,no,no
42,technician,married,tertiary,no,849,no,no
24,services,single,tertiary,no,739,no,no
34,technician,married,tertiary,no,11752,yes,no
33,housemaid,married,tertiary,no,98,no,yes
27,student,single,secondary,no,3096,yes,no
54,admin.,married,secondary,no,602,no,no
59,retired,married,secondary,no,0,no,no
29,blue-collar,single,secondary,no,783,yes,no
30,services,married,secondary,no,208,no,no
56,blue-collar,married,primary,no,284,no,yes
36,blue-collar,divorced,secondary,no,1237,yes,no
31,blue-collar,married,primary,no,68,yes,no
34,management,single,secondary,no,1360,yes,no
52,blue-collar,married,secondary,no,185,yes,no
82,housemaid,divorced,primary,no,1381,no,no
28,student,single,secondary,no,0,no,no
28,blue-collar,single,primary,no,643,no,no
31,admin.,married,secondary,no,23,no,yes
33,management,single,tertiary,no,9135,no,no
24,student,single,secondary,no,8165,no,no
58,retired,married,primary,no,235,yes,no
41,services,divorced,secondary,no,2769,yes,no
49,technician,married,tertiary,no,196,yes,no
30,self-employed,married,primary,no,1380,yes,no
38,housemaid,married,primary,no,0,no,no
39,blue-collar,divorced,secondary,no,36,yes,no
55,blue-collar,married,secondary,no,16873,no,no
44,management,divorced,tertiary,no,0,no,no
36,blue-collar,single,primary,no,263,no,no
37,blue-collar,single,secondary,no,5742,no,no
29,blue-collar,single,primary,no,145,yes,no
37,management,single,tertiary,no,553,yes,no
53,technician,divorced,secondary,no,388,yes,yes
38,blue-collar,single,secondary,no,4286,yes,no
49,management,married,tertiary,no,561,no,yes
37,admin.,married,secondary,no,1345,yes,no
37,self-employed,married,secondary,no,8230,yes,no
35,services,married,secondary,no,44,yes,no
51,unemployed,married,secondary,no,636,yes,no
48,admin.,married,secondary,no,2,yes,no
46,management,married,unknown,no,2466,no,no
48,technician,divorced,tertiary,no,375,no,no
52,blue-collar,divorced,secondary,no,1912,yes,no
31,services,single,secondary,no,831,yes,no
45,entrepreneur,divorced,secondary,no,3780,no,yes
45,admin.,single,secondary,no,206,yes,yes
33,unemployed,single,tertiary,no,685,yes,no
45,technician,divorced,tertiary,no,10768,yes,no
48,blue-collar,divorced,secondary,no,65,no,yes
34,management,married,tertiary,no,7384,no,no
25,services,single,tertiary,no,130,yes,yes
60,entrepreneur,single,tertiary,no,705,yes,no
57,retired,married,primary,no,1466,no,no
57,management,married,tertiary,no,1172,yes,no
54,admin.,married,secondary,no,426,yes,no
75,management,married,tertiary,no,13297,no,no
36,management,divorced,tertiary,yes,0,yes,no
36,technician,single,tertiary,no,306,yes,no
53,services,married,secondary,no,660,no,no
44,services,married,secondary,no,332,yes,yes
57,management,divorced,secondary,no,2986,no,no
53,entrepreneur,married,secondary,no,-118,yes,yes
32,self-employed,married,secondary,no,409,yes,no
31,management,single,tertiary,no,63,no,no
34,admin.,married,tertiary,no,1442,yes,no
39,blue-collar,married,secondary,no,462,yes,no
33,blue-collar,single,primary,no,785,yes,no
46,blue-collar,married,secondary,no,-3,yes,no
51,services,married,secondary,no,421,yes,no
32,management,married,tertiary,yes,-253,yes,no
54,blue-collar,divorced,secondary,no,462,yes,no
51,technician,married,unknown,no,413,yes,no
49,unknown,married,unknown,no,1533,no,no
34,blue-collar,married,secondary,no,157,yes,no
28,services,single,tertiary,no,1788,no,no
41,self-employed,married,secondary,no,305,yes,no
41,blue-collar,married,primary,no,-52,yes,no
43,blue-collar,married,primary,no,-418,yes,yes
52,management,married,tertiary,no,2920,yes,no
58,technician,married,tertiary,no,332,yes,no
37,technician,married,secondary,no,0,no,no
32,technician,single,secondary,no,6710,no,no
45,blue-collar,married,secondary,no,241,no,no
32,entrepreneur,married,secondary,no,1996,no,no
50,blue-collar,married,primary,no,12519,yes,no
30,blue-collar,single,primary,no,0,yes,no
30,admin.,single,tertiary,no,613,no,no
39,management,single,tertiary,yes,-103,yes,no
33,management,single,tertiary,no,9317,no,no
43,services,married,secondary,no,41,yes,no
37,unemployed,divorced,secondary,no,74,no,no
33,blue-collar,married,unknown,no,11,yes,no
30,blue-collar,married,secondary,no,10395,yes,no
45,entrepreneur,single,unknown,no,3133,no,no
44,management,divorced,tertiary,no,388,yes,no
47,blue-collar,married,primary,no,300,yes,no
43,technician,married,secondary,yes,-375,no,yes
32,management,married,tertiary,no,2976,yes,no
56,blue-collar,married,primary,no,2324,no,no
40,management,married,tertiary,no,526,yes,no
36,management,single,tertiary,no,7252,yes,no
49,unemployed,married,secondary,no,4110,no,no
57,admin.,married,secondary,no,999,yes,no
36,unemployed,single,secondary,no,605,no,no
35,management,married,tertiary,no,2374,no,no
32,self-employed,divorced,tertiary,no,3271,yes,no
60,admin.,single,secondary,no,646,yes,no
44,blue-collar,divorced,secondary,no,-239,yes,no
40,self-employed,married,secondary,no,2,no,no
32,technician,single,secondary,no,1819,yes,no
66,entrepreneur,married,tertiary,no,679,no,no
36,technician,married,tertiary,no,183,yes,no
44,technician,divorced,secondary,no,0,no,no
48,housemaid,married,primary,yes,0,yes,no
59,admin.,married,secondary,no,3735,no,no
49,management,married,tertiary,no,4594,no,no
49,technician,married,secondary,no,673,no,no
56,retired,divorced,secondary,no,389,yes,yes
55,technician,married,unknown,no,240,yes,yes
49,blue-collar,married,secondary,no,2673,yes,no
56,blue-collar,divorced,primary,no,12,yes,no
44,technician,married,secondary,no,11016,no,no
24,technician,single,tertiary,no,10,no,yes
37,services,married,secondary,no,343,yes,yes
58,retired,married,secondary,no,425,yes,no
41,unemployed,married,secondary,no,0,yes,no
37,unemployed,single,tertiary,no,3777,yes,no
30,technician,single,secondary,no,1352,no,no
31,blue-collar,single,secondary,no,183,yes,no
33,technician,single,secondary,no,1279,yes,no
38,entrepreneur,married,tertiary,no,946,yes,no
27,admin.,single,secondary,no,110,no,no
37,self-employed,married,tertiary,no,2211,yes,no
38,management,married,tertiary,no,655,no,no
54,technician,married,secondary,no,10185,yes,no
32,technician,married,tertiary,no,240,no,no
55,admin.,married,secondary,no,0,no,no
27,services,single,secondary,no,2153,yes,no
60,retired,married,tertiary,no,846,no,no
33,management,married,tertiary,no,1390,no,no
30,management,single,tertiary,no,1675,no,no
50,services,single,unknown,no,973,no,no
32,management,single,tertiary,no,593,no,no
37,admin.,married,secondary,no,313,yes,no
53,services,married,secondary,no,125,yes,no
56,technician,married,secondary,no,589,yes,no
46,management,single,secondary,no,244,no,yes
39,management,married,tertiary,no,2939,no,no
37,housemaid,married,primary,no,254,no,no
33,blue-collar,married,secondary,no,0,yes,no
34,admin.,married,secondary,no,384,yes,no
33,management,married,tertiary,no,0,yes,no
27,technician,single,tertiary,no,11862,no,no
35,services,married,secondary,no,1453,yes,no
43,technician,married,unknown,no,185,no,no
50,blue-collar,married,primary,no,0,yes,no
34,technician,single,tertiary,no,370,yes,no
28,blue-collar,single,secondary,no,1285,yes,no
44,admin.,married,secondary,yes,-612,yes,no
51,admin.,married,secondary,no,37,no,no
28,blue-collar,married,secondary,no,64,yes,no
31,technician,single,secondary,no,2377,yes,no
28,management,married,tertiary,no,577,no,no
33,technician,married,tertiary,no,-370,no,no
41,technician,divorced,tertiary,no,2611,yes,no
34,management,married,tertiary,no,573,yes,no
30,technician,divorced,tertiary,no,2287,no,no
37,student,single,secondary,no,1088,no,no
45,self-employed,married,primary,no,614,no,no
48,management,married,tertiary,no,1167,yes,yes
38,blue-collar,married,primary,no,1262,no,no
44,admin.,married,secondary,no,2687,no,no
39,blue-collar,married,secondary,no,281,yes,no
30,management,single,secondary,no,19,no,no
35,management,married,tertiary,no,2088,yes,no
49,management,divorced,tertiary,no,696,yes,no
43,admin.,married,secondary,no,2576,no,no
30,admin.,single,tertiary,no,-396,no,yes
45,admin.,married,secondary,no,0,no,no
37,admin.,single,secondary,no,16,no,no
40,self-employed,married,tertiary,no,13669,no,no
32,blue-collar,married,secondary,no,715,yes,no
32,management,married,tertiary,no,2465,yes,no
55,retired,divorced,primary,no,925,no,yes
58,blue-collar,divorced,secondary,no,75,yes,no
28,services,married,secondary,no,6,yes,no
25,management,single,tertiary,no,1098,yes,yes
56,services,married,secondary,no,144,no,no
31,management,single,tertiary,no,7444,yes,no
51,blue-collar,married,secondary,no,145,no,no
35,management,single,tertiary,no,1496,yes,no
59,housemaid,married,primary,no,0,no,no
45,blue-collar,married,primary,no,193,yes,no
49,services,single,secondary,no,6882,yes,no
30,blue-collar,married,primary,no,1023,no,no
48,admin.,single,secondary,no,479,yes,no
56,services,married,secondary,no,83,no,no
62,retired,married,secondary,no,2801,no,no
31,technician,single,tertiary,no,-162,yes,no
37,self-employed,single,tertiary,no,235,no,no
59,services,married,secondary,no,307,yes,yes
31,admin.,married,secondary,no,9911,yes,no
57,retired,married,tertiary,no,1180,no,yes
45,unemployed,married,primary,no,2,no,no
26,student,single,tertiary,no,641,no,no
30,blue-collar,single,secondary,no,79,yes,no
43,technician,divorced,tertiary,no,27,no,no
31,self-employed,single,tertiary,no,1536,yes,no
40,management,married,tertiary,no,542,yes,no
33,admin.,married,secondary,no,0,yes,no
31,student,single,unknown,no,643,no,no
40,management,married,tertiary,no,7780,no,no
60,blue-collar,married,primary,no,674,no,no
59,retired,single,primary,no,351,no,no
28,student,married,tertiary,no,327,no,no
48,unemployed,married,secondary,no,817,no,no
34,entrepreneur,single,tertiary,no,714,yes,yes
41,services,married,secondary,no,1545,no,no
37,admin.,married,secondary,no,6127,no,no
60,admin.,married,secondary,no,12980,no,no
27,admin.,single,secondary,no,456,yes,no
49,services,married,secondary,no,494,no,yes
34,services,married,tertiary,no,0,no,no
51,self-employed,married,secondary,no,4920,no,no
50,blue-collar,divorced,primary,no,388,no,no
42,housemaid,married,primary,no,4279,yes,no
29,management,single,tertiary,no,7345,no,no
55,management,married,primary,no,2587,yes,yes
29,technician,married,tertiary,no,1337,yes,no
52,management,divorced,secondary,no,230,yes,no
27,unemployed,single,tertiary,no,3060,no,no
44,services,married,secondary,no,-75,yes,no
18,admin.,divorced,secondary,no,633,yes,no
50,blue-collar,married,primary,no,84,no,no
51,blue-collar,married,primary,no,872,no,no
38,technician,single,secondary,no,260,no,yes
33,management,divorced,secondary,no,291,yes,no
31,technician,single,secondary,no,1186,yes,no
32,management,married,tertiary,no,1337,no,no
45,technician,single,tertiary,no,0,no,no
47,technician,married,primary,no,1375,yes,yes
46,blue-collar,married,secondary,no,209,yes,yes
29,technician,single,secondary,no,205,yes,yes
33,blue-collar,married,secondary,no,17,yes,yes
42,technician,married,tertiary,no,250,no,no
48,unemployed,divorced,secondary,no,583,yes,no
38,blue-collar,married,secondary,no,205,yes,no
45,blue-collar,married,secondary,yes,-5,yes,no
56,retired,married,primary,no,1947,yes,no
43,services,married,secondary,no,6346,yes,no
20,student,single,unknown,no,8860,no,no
58,technician,single,tertiary,no,8600,yes,no
47,management,married,tertiary,no,7708,yes,yes
28,technician,single,secondary,no,1589,yes,no
58,admin.,married,secondary,no,451,no,no
32,services,married,secondary,no,3839,yes,no
48,technician,married,secondary,no,219,no,no
52,technician,married,secondary,no,598,no,no
31,technician,single,secondary,no,18,no,no
33,admin.,single,secondary,no,21854,yes,no
31,admin.,married,secondary,no,782,yes,no
30,blue-collar,married,secondary,no,1,no,no
34,admin.,married,unknown,no,434,yes,no
29,admin.,single,secondary,no,405,yes,no
52,blue-collar,married,secondary,no,223,yes,no
49,technician,married,secondary,no,2,yes,yes
40,management,married,tertiary,no,406,no,no
67,retired,married,secondary,no,203,no,no
48,management,married,tertiary,no,3842,no,no
35,technician,single,tertiary,no,211,no,no
43,self-employed,married,unknown,no,163,no,no
33,blue-collar,married,secondary,no,379,yes,no
39,technician,married,secondary,no,1385,yes,no
34,technician,single,tertiary,no,122,no,no
52,admin.,married,secondary,no,1746,no,no
26,services,married,secondary,no,116,no,no
36,management,single,tertiary,no,0,no,no
31,management,single,tertiary,no,684,no,no
38,blue-collar,married,primary,no,1099,no,no
47,technician,married,secondary,no,568,yes,no
31,technician,married,secondary,no,54,yes,yes
39,management,single,tertiary,no,3840,yes,no
31,blue-collar,married,primary,no,1738,no,no
36,blue-collar,divorced,secondary,yes,-177,no,yes
43,technician,divorced,tertiary,no,765,no,no
44,management,divorced,tertiary,no,213,yes,no
39,admin.,divorced,secondary,no,1089,yes,no
49,management,married,tertiary,no,108,yes,no
36,management,single,tertiary,no,2239,no,no
33,student,single,unknown,no,135,no,no
53,blue-collar,married,primary,no,1942,yes,no
53,entrepreneur,married,secondary,no,0,yes,no
29,admin.,married,unknown,no,238,yes,no
27,self-employed,single,tertiary,no,139,no,no
50,management,married,tertiary,no,469,no,no
41,admin.,divorced,secondary,no,256,no,yes
35,management,divorced,tertiary,no,321,no,yes
43,blue-collar,married,primary,no,126,yes,no
46,management,married,tertiary,no,-591,yes,yes
51,technician,married,secondary,no,1490,yes,yes
47,management,divorced,tertiary,no,4629,yes,no
60,retired,married,tertiary,no,45,no,no
26,technician,married,secondary,no,523,no,no
55,services,married,secondary,no,283,no,no
43,entrepreneur,married,secondary,no,469,no,yes
38,entrepreneur,married,secondary,yes,0,no,no
40,management,married,tertiary,no,406,no,no
32,services,divorced,primary,no,473,no,no
37,technician,single,secondary,no,3326,yes,no
47,technician,married,tertiary,no,-512,yes,no
52,management,divorced,tertiary,no,2104,no,no
37,management,married,tertiary,yes,0,no,yes
60,admin.,divorced,secondary,yes,-435,no,yes
48,entrepreneur,married,tertiary,no,981,yes,no
32,admin.,married,secondary,no,3473,yes,yes
40,technician,married,secondary,no,56,yes,yes
35,entrepreneur,married,secondary,no,2074,no,no
33,management,married,tertiary,no,540,no,no
39,blue-collar,single,secondary,no,530,yes,no
34,admin.,married,secondary,no,1049,yes,no
48,blue-collar,married,primary,no,456,no,no
36,technician,married,secondary,no,7957,no,no
29,admin.,married,secondary,no,494,yes,yes
25,technician,single,secondary,no,5695,no,no
38,admin.,married,secondary,no,884,yes,no
34,technician,single,tertiary,no,612,no,no
37,services,married,secondary,no,523,yes,no
51,admin.,married,primary,no,260,yes,no
51,services,married,primary,no,314,no,yes
29,housemaid,single,tertiary,no,3362,yes,no
43,housemaid,divorced,secondary,no,0,no,no
45,retired,single,unknown,no,526,no,no
36,blue-collar,married,tertiary,no,9,yes,no
34,blue-collar,divorced,primary,no,9569,yes,no
47,blue-collar,married,secondary,no,438,yes,no
30,admin.,single,secondary,no,1009,yes,yes
34,management,divorced,tertiary,no,582,no,no
47,blue-collar,married,unknown,no,733,no,no
47,technician,married,secondary,no,6704,yes,no
50,technician,married,tertiary,no,247,no,no
31,management,single,tertiary,no,725,no,no
35,services,single,secondary,no,-2,yes,no
50,blue-collar,single,primary,no,1158,no,no
48,technician,married,tertiary,no,150,yes,no
36,self-employed,married,secondary,no,1245,yes,no
53,self-employed,divorced,tertiary,no,4675,no,yes
31,services,married,secondary,no,-163,yes,no
44,management,divorced,tertiary,no,0,no,no
50,blue-collar,married,primary,no,383,yes,no
51,entrepreneur,married,tertiary,no,3921,yes,no
37,management,single,secondary,no,655,no,no
48,blue-collar,married,unknown,no,113,yes,no
31,admin.,single,secondary,no,5527,yes,no
24,admin.,single,secondary,no,-98,yes,no
42,admin.,married,secondary,no,-1386,yes,yes
36,technician,single,secondary,no,207,yes,no
29,management,single,tertiary,no,2799,yes,no
40,blue-collar,married,secondary,no,668,yes,no
30,management,married,tertiary,no,740,no,no
39,blue-collar,divorced,unknown,yes,61,no,yes
51,unemployed,married,secondary,no,760,yes,no
57,retired,married,primary,no,641,no,no
44,services,married,secondary,no,1450,yes,no
47,blue-collar,married,secondary,no,323,yes,no
34,management,married,tertiary,no,276,no,no
34,admin.,married,secondary,no,2,yes,yes
33,technician,single,secondary,no,313,yes,yes
46,technician,married,secondary,no,-408,no,no
42,technician,divorced,secondary,no,1533,no,yes
35,technician,single,secondary,no,70,no,yes
24,blue-collar,single,secondary,no,525,no,no
26,admin.,married,secondary,no,233,yes,no
35,self-employed,single,tertiary,no,44,no,no
46,blue-collar,married,primary,no,874,yes,no
56,services,married,secondary,no,144,no,no
49,blue-collar,married,primary,no,-347,yes,yes
23,unemployed,single,secondary,no,691,no,no
37,technician,married,tertiary,no,0,yes,no
26,management,married,tertiary,no,877,yes,no
60,management,married,primary,no,130,no,yes
56,management,divorced,tertiary,no,1016,no,no
46,blue-collar,married,primary,no,938,yes,no
48,blue-collar,married,primary,no,160,no,yes
71,management,single,tertiary,no,7003,no,no
51,entrepreneur,married,tertiary,no,3,no,no
52,admin.,married,secondary,no,799,yes,no
30,management,divorced,tertiary,no,607,yes,no
47,management,married,tertiary,no,-488,yes,no
95,retired,married,secondary,no,1,no,no
38,management,single,unknown,no,293,yes,no
45,blue-collar,married,secondary,no,333,no,yes
45,unemployed,married,primary,no,0,yes,no
32,services,married,secondary,no,1076,yes,no
46,entrepreneur,married,unknown,no,0,yes,no
32,technician,married,secondary,no,1951,no,no
54,blue-collar,married,primary,no,-51,no,no
71,retired,single,tertiary,no,2144,no,no
73,retired,divorced,secondary,no,1292,no,no
55,housemaid,married,primary,no,1537,no,no
33,management,single,tertiary,no,21096,no,no
30,technician,single,tertiary,no,-522,yes,yes
32,blue-collar,single,secondary,no,476,yes,no
23,student,single,unknown,no,341,no,no
57,retired,married,tertiary,no,1458,no,no
