id,Marital Status,Gender,Yearly Income,Children,Education,Occupation,Home Owner,Cars,Commute Distance,Region,Age,y
21726,Married,Male,70000,1,Bachelors,Management,No,1,2-5 Miles,North America,59,0
21730,Married,Female,40000,0,Partial College,Professional,Yes,2,5-10 Miles,North America,54,0
21731,Married,Male,120000,5,Bachelors,Management,Yes,1,10+ Miles,Europe,60,1
21732,Single,Female,80000,0,Graduate Degree,Skilled Manual,Yes,0,0-1 Miles,North America,48,0
21735,Married,Male,10000,0,Bachelors,Manual,Yes,0,0-1 Miles,Europe,48,0
21737,Married,Male,70000,2,Partial College,Professional,Yes,1,5-10 Miles,North America,50,0
21739,Married,Female,50000,3,Bachelors,Skilled Manual,Yes,2,0-1 Miles,North America,41,0
21740,Married,Male,60000,2,Graduate Degree,Professional,Yes,0,0-1 Miles,North America,43,0
21742,Married,Female,60000,1,Partial College,Professional,Yes,1,10+ Miles,North America,55,0
21744,Married,Male,70000,5,Graduate Degree,Professional,Yes,3,10+ Miles,North America,47,0
21750,Married,Female,80000,0,Bachelors,Management,Yes,2,2-5 Miles,Europe,62,0
21754,Single,Male,20000,4,High School,Manual,Yes,2,0-1 Miles,Europe,27,0
21761,Single,Male,10000,0,Bachelors,Manual,Yes,0,0-1 Miles,Europe,44,0
21762,Married,Female,10000,1,High School,Manual,Yes,1,2-5 Miles,Europe,47,0
21763,Married,Female,40000,0,Graduate Degree,Clerical,Yes,0,0-1 Miles,Europe,63,0
21764,Single,Male,40000,0,Partial College,Skilled Manual,Yes,2,5-10 Miles,North America,30,0
21766,Married,Female,80000,1,High School,Management,Yes,4,10+ Miles,Europe,58,0
21771,Married,Male,40000,0,Bachelors,Skilled Manual,Yes,0,0-1 Miles,Europe,42,0
21773,Single,Female,40000,0,High School,Skilled Manual,Yes,2,5-10 Miles,North America,30,0
21774,Single,Female,80000,0,Graduate Degree,Skilled Manual,Yes,0,1-2 Miles,North America,48,0
21775,Married,Female,80000,0,Bachelors,Professional,Yes,4,10+ Miles,Pacific,35,0
21776,Married,Female,10000,1,High School,Skilled Manual,Yes,2,1-2 Miles,Pacific,62,0
21777,Single,Female,10000,0,Bachelors,Manual,No,0,0-1 Miles,Europe,45,0
21782,Married,Male,40000,0,Bachelors,Skilled Manual,Yes,0,0-1 Miles,Europe,40,0
21783,Married,Male,20000,1,Partial College,Manual,Yes,1,2-5 Miles,Europe,39,0
21790,Married,Male,40000,0,High School,Skilled Manual,Yes,2,5-10 Miles,North America,30,0
21792,Married,Female,60000,1,Partial College,Professional,Yes,2,10+ Miles,North America,55,0
21799,Married,Male,70000,1,Bachelors,Management,Yes,2,1-2 Miles,North America,57,1
21800,Single,Male,20000,2,High School,Manual,Yes,2,0-1 Miles,Europe,42,0
21801,Married,Female,80000,4,Graduate Degree,Management,No,1,0-1 Miles,Pacific,36,0
21816,Married,Female,90000,3,High School,Professional,Yes,1,5-10 Miles,North America,45,0
21823,Single,Female,70000,1,High School,Professional,Yes,2,2-5 Miles,North America,55,0
21824,Single,Female,30000,2,Partial College,Clerical,Yes,2,0-1 Miles,Europe,42,0
21826,Single,Female,70000,0,Bachelors,Management,Yes,2,2-5 Miles,North America,61,0
21829,Married,Male,130000,1,Graduate Degree,Management,Yes,4,0-1 Miles,North America,40,0
21834,Married,Female,30000,1,Bachelors,Skilled Manual,Yes,1,2-5 Miles,Europe,40,0
21836,Married,Female,10000,1,High School,Manual,Yes,2,1-2 Miles,North America,53,0
21837,Single,Male,50000,0,Graduate Degree,Skilled Manual,Yes,0,1-2 Miles,North America,33,1
21838,Married,Female,150000,0,Bachelors,Management,Yes,4,0-1 Miles,North America,42,0
21840,Married,Female,60000,0,Partial College,Skilled Manual,Yes,1,2-5 Miles,North America,45,0
21841,Married,Male,120000,5,Partial High School,Professional,Yes,4,10+ Miles,Pacific,32,1
21842,Married,Male,80000,3,Bachelors,Management,Yes,0,2-5 Miles,North America,42,0
21844,Married,Female,70000,5,Bachelors,Professional,Yes,3,10+ Miles,Pacific,38,0
21845,Single,Female,10000,3,High School,Manual,Yes,0,0-1 Miles,Europe,38,1
21846,Married,Male,80000,0,Bachelors,Management,No,2,2-5 Miles,Europe,62,0
21849,Married,Female,90000,1,High School,Management,Yes,3,10+ Miles,Europe,56,0
21850,Married,Female,90000,1,High School,Professional,Yes,3,5-10 Miles,Europe,55,1
21851,Single,Male,80000,0,Bachelors,Management,Yes,1,1-2 Miles,North America,34,0
21854,Married,Male,10000,0,Partial College,Manual,Yes,1,2-5 Miles,Pacific,27,0
21856,Married,Male,100000,3,Graduate Degree,Management,Yes,3,1-2 Miles,North America,65,0
21860,Married,Male,40000,1,Graduate Degree,Skilled Manual,Yes,0,1-2 Miles,North America,34,0
21863,Married,Female,60000,5,Bachelors,Professional,Yes,3,10+ Miles,Pacific,43,0
21864,Married,Male,40000,0,High School,Skilled Manual,No,2,1-2 Miles,North America,30,0
21865,Married,Male,60000,4,Bachelors,Skilled Manual,Yes,3,10+ Miles,North America,42,0
21866,Single,Female,110000,2,Bachelors,Management,No,4,1-2 Miles,North America,41,0
21867,Single,Male,120000,3,Partial College,Professional,No,2,1-2 Miles,North America,42,0
21870,Single,Female,30000,0,Partial College,Clerical,No,2,5-10 Miles,Pacific,70,0
21871,Single,Female,80000,2,High School,Professional,Yes,2,10+ Miles,Europe,55,0
21873,Single,Female,10000,0,Partial High School,Manual,No,2,1-2 Miles,Europe,34,0
21879,Married,Male,120000,5,Partial High School,Professional,Yes,4,10+ Miles,Pacific,36,1
21883,Single,Male,10000,1,High School,Manual,No,1,2-5 Miles,Europe,47,0
21884,Single,Male,100000,3,Bachelors,Management,Yes,4,10+ Miles,Europe,60,0
21887,Single,Female,60000,2,Bachelors,Professional,Yes,2,5-10 Miles,Pacific,42,0
21890,Single,Female,30000,0,Partial College,Skilled Manual,Yes,1,5-10 Miles,North America,32,0
21898,Single,Male,10000,0,Partial High School,Manual,Yes,2,1-2 Miles,Europe,35,0
21903,Married,Male,10000,0,Partial High School,Manual,No,2,0-1 Miles,Europe,30,0
21904,Married,Male,40000,0,Graduate Degree,Skilled Manual,Yes,0,1-2 Miles,North America,33,0
21905,Married,Female,40000,0,High School,Professional,Yes,2,5-10 Miles,North America,57,0
21907,Single,Male,70000,0,Bachelors,Management,Yes,2,10+ Miles,North America,62,0
21911,Married,Male,60000,0,Graduate Degree,Professional,Yes,0,0-1 Miles,North America,36,0
21913,Single,Female,20000,0,Partial High School,Clerical,No,2,0-1 Miles,North America,50,0
21914,Single,Male,30000,0,High School,Manual,No,1,2-5 Miles,Europe,35,1
21916,Single,Female,30000,0,Partial College,Clerical,No,1,0-1 Miles,Europe,30,1
21917,Single,Female,50000,3,Bachelors,Skilled Manual,No,2,0-1 Miles,North America,41,0
21918,Married,Male,60000,0,Bachelors,Professional,Yes,3,10+ Miles,Pacific,30,0
21933,Married,Male,30000,1,Bachelors,Skilled Manual,Yes,2,0-1 Miles,Europe,41,0
21935,Single,Male,60000,0,Bachelors,Management,Yes,2,10+ Miles,North America,66,0
21936,Single,Female,70000,1,Partial High School,Skilled Manual,Yes,2,10+ Miles,North America,54,0
21954,Single,Female,130000,5,High School,Professional,No,3,10+ Miles,Europe,55,0
21961,Single,Female,170000,3,Partial College,Professional,No,4,0-1 Miles,Europe,50,0
21962,Single,Female,70000,5,Bachelors,Professional,Yes,3,10+ Miles,Pacific,39,0
21965,Married,Male,10000,1,Partial High School,Clerical,Yes,3,1-2 Miles,Pacific,56,0
21967,Single,Male,20000,0,Partial High School,Clerical,No,2,0-1 Miles,North America,50,0
21969,Married,Male,60000,1,Partial College,Professional,Yes,1,10+ Miles,North America,56,0
21970,Married,Male,120000,3,High School,Professional,Yes,4,2-5 Miles,North America,46,0
21973,Single,Female,30000,0,Partial College,Clerical,No,1,2-5 Miles,Europe,29,0
21977,Married,Female,100000,1,Bachelors,Management,Yes,4,0-1 Miles,North America,41,0
21985,Married,Male,60000,0,Graduate Degree,Management,Yes,2,10+ Miles,North America,67,0
21988,Married,Female,60000,0,Bachelors,Management,Yes,2,2-5 Miles,North America,60,0
21989,Single,Male,30000,0,Partial College,Clerical,No,1,0-1 Miles,Europe,31,0
21990,Married,Female,70000,4,Partial College,Skilled Manual,Yes,3,10+ Miles,Pacific,45,1
21992,Married,Female,130000,5,Partial College,Professional,Yes,2,0-1 Miles,Europe,53,0
21993,Married,Male,110000,4,Partial College,Professional,Yes,3,5-10 Miles,Europe,49,1
21995,Married,Male,110000,4,Partial College,Professional,Yes,4,10+ Miles,Europe,50,0
22001,Married,Female,40000,3,High School,Skilled Manual,Yes,3,5-10 Miles,North America,45,0
22002,Married,Female,80000,2,Partial College,Professional,Yes,1,5-10 Miles,North America,51,1
22003,Married,Female,60000,0,Partial College,Skilled Manual,Yes,1,2-5 Miles,North America,47,0
22009,Married,Male,40000,0,Bachelors,Management,Yes,1,0-1 Miles,Pacific,70,0
22010,Married,Female,90000,0,Partial College,Professional,Yes,1,5-10 Miles,North America,49,0
22011,Single,Female,40000,2,Partial College,Clerical,Yes,1,0-1 Miles,Europe,34,0
22015,Single,Female,20000,0,High School,Manual,No,1,5-10 Miles,Europe,30,0
22017,Married,Female,60000,0,Graduate Degree,Skilled Manual,Yes,0,1-2 Miles,North America,47,0
22018,Married,Female,40000,1,Graduate Degree,Skilled Manual,Yes,0,1-2 Miles,North America,34,0
22020,Single,Female,90000,3,High School,Professional,No,3,1-2 Miles,North America,46,0
22023,Single,Male,20000,0,High School,Manual,No,1,2-5 Miles,Europe,29,0
22026,Married,Female,70000,0,Graduate Degree,Management,Yes,2,1-2 Miles,North America,66,1
22028,Married,Male,40000,1,Bachelors,Skilled Manual,Yes,1,0-1 Miles,North America,36,0
22035,Married,Female,80000,5,Bachelors,Professional,Yes,4,1-2 Miles,Pacific,41,0
22038,Single,Female,70000,0,Partial College,Skilled Manual,Yes,2,5-10 Miles,North America,34,0
22040,Married,Female,110000,4,Bachelors,Management,Yes,4,10+ Miles,Europe,62,0
22047,Single,Male,20000,2,High School,Manual,Yes,2,0-1 Miles,Europe,42,0
22052,Married,Male,50000,0,Graduate Degree,Management,Yes,2,1-2 Miles,North America,74,0
22055,Single,Male,10000,1,Partial High School,Clerical,Yes,2,5-10 Miles,Pacific,58,0
22059,Married,Female,40000,0,Graduate Degree,Skilled Manual,Yes,1,1-2 Miles,North America,75,0
22061,Married,Male,40000,0,Partial College,Clerical,No,1,0-1 Miles,North America,48,0
22063,Married,Female,130000,3,Bachelors,Management,No,4,5-10 Miles,North America,63,0
22065,Married,Female,60000,0,Partial College,Skilled Manual,Yes,1,2-5 Miles,North America,45,0
22068,Married,Female,40000,0,Partial College,Clerical,Yes,1,0-1 Miles,North America,49,0
22070,Single,Male,70000,1,Partial High School,Skilled Manual,Yes,2,10+ Miles,North America,54,0
22077,Single,Female,30000,0,High School,Skilled Manual,Yes,2,5-10 Miles,North America,31,0
22079,Single,Male,50000,0,Graduate Degree,Management,No,2,1-2 Miles,North America,69,0
22080,Single,Male,40000,0,High School,Skilled Manual,Yes,1,5-10 Miles,North America,31,0
22081,Single,Male,90000,1,High School,Professional,Yes,3,10+ Miles,Europe,55,0
22083,Married,Male,40000,4,Partial College,Clerical,No,0,0-1 Miles,North America,30,0
22090,Single,Female,40000,0,Partial High School,Clerical,No,2,5-10 Miles,North America,28,0
22096,Single,Female,20000,2,High School,Manual,Yes,0,0-1 Miles,Europe,41,1
22098,Single,Male,20000,1,Partial High School,Clerical,Yes,2,1-2 Miles,North America,49,0
22102,Single,Male,20000,0,Partial High School,Manual,No,2,0-1 Miles,Europe,26,0
22103,Married,Female,60000,3,Bachelors,Professional,Yes,1,5-10 Miles,Pacific,41,0
22107,Married,Female,20000,0,Graduate Degree,Clerical,Yes,0,0-1 Miles,Europe,44,0
22108,Married,Female,70000,1,Bachelors,Management,Yes,1,10+ Miles,North America,59,0
22123,Married,Male,60000,2,Graduate Degree,Professional,No,0,0-1 Miles,North America,43,1
22127,Single,Female,170000,5,Partial College,Management,No,4,10+ Miles,Europe,55,0
22131,Married,Male,20000,1,Partial High School,Clerical,No,2,1-2 Miles,Pacific,55,0
22134,Married,Male,40000,0,Partial College,Professional,No,2,1-2 Miles,North America,71,0
22141,Married,Female,20000,0,Partial College,Clerical,Yes,1,1-2 Miles,Europe,72,0
22143,Married,Female,90000,2,Partial College,Professional,Yes,2,10+ Miles,Europe,53,0
22144,Married,Female,130000,2,Bachelors,Management,Yes,4,0-1 Miles,North America,44,0
22149,Married,Male,80000,4,Partial College,Professional,Yes,3,5-10 Miles,North America,45,0
22150,Married,Female,100000,5,High School,Management,Yes,2,10+ Miles,Pacific,33,0
22154,Single,Male,50000,0,Graduate Degree,Skilled Manual,Yes,0,1-2 Miles,North America,33,0
22158,Single,Male,20000,0,High School,Skilled Manual,Yes,2,5-10 Miles,Pacific,74,0
22160,Single,Male,40000,2,High School,Skilled Manual,Yes,2,2-5 Miles,North America,44,1
22161,Married,Female,30000,0,High School,Skilled Manual,No,2,0-1 Miles,North America,49,0
22162,Married,Male,40000,0,Bachelors,Management,No,2,0-1 Miles,Pacific,62,1
22163,Married,Male,60000,0,Partial College,Professional,Yes,2,5-10 Miles,North America,31,0
22166,Single,Female,20000,1,Partial High School,Clerical,Yes,2,5-10 Miles,Pacific,56,1
22169,Single,Female,30000,0,High School,Skilled Manual,No,2,0-1 Miles,North America,82,0
22170,Married,Male,30000,4,Partial College,Clerical,Yes,1,0-1 Miles,Europe,28,0
22171,Married,Male,60000,0,Partial College,Skilled Manual,Yes,1,5-10 Miles,Pacific,46,0
22179,Married,Female,100000,2,Partial College,Professional,Yes,3,5-10 Miles,North America,44,0
22183,Single,Female,70000,5,Bachelors,Professional,Yes,3,10+ Miles,Pacific,39,0
22184,Single,Female,20000,0,Partial High School,Manual,No,1,2-5 Miles,Europe,31,0
22185,Single,Female,60000,4,Bachelors,Professional,Yes,3,5-10 Miles,Pacific,43,0
22187,Married,Female,80000,3,Bachelors,Skilled Manual,Yes,0,2-5 Miles,North America,40,0
22191,Married,Female,20000,1,Partial High School,Clerical,Yes,3,5-10 Miles,Pacific,54,0
22206,Married,Male,60000,3,Bachelors,Professional,Yes,2,0-1 Miles,Pacific,42,0
22207,Single,Male,70000,0,Bachelors,Professional,No,4,10+ Miles,Pacific,32,0
22208,Single,Male,30000,0,High School,Manual,Yes,1,2-5 Miles,Europe,34,0
22209,Single,Female,30000,0,High School,Skilled Manual,Yes,2,1-2 Miles,North America,50,0
22211,Married,Female,50000,3,Bachelors,Skilled Manual,Yes,2,0-1 Miles,North America,41,0
22212,Married,Female,40000,0,Partial College,Professional,No,2,5-10 Miles,North America,54,0
22213,Single,Female,20000,0,Graduate Degree,Clerical,No,0,0-1 Miles,Europe,44,0
22214,Married,Male,60000,1,Partial College,Professional,Yes,1,2-5 Miles,North America,56,0
22215,Married,Female,70000,0,Bachelors,Management,Yes,3,10+ Miles,North America,60,0
22218,Single,Male,40000,0,High School,Skilled Manual,Yes,2,5-10 Miles,North America,31,0
22219,Married,Female,90000,0,Partial College,Professional,Yes,1,10+ Miles,North America,43,0
22222,Single,Female,60000,0,Partial College,Professional,Yes,2,5-10 Miles,North America,32,0
22223,Married,Male,60000,0,Graduate Degree,Management,Yes,2,10+ Miles,North America,68,0
22224,Married,Female,100000,2,Partial College,Professional,Yes,4,1-2 Miles,North America,45,0
22226,Married,Male,40000,1,High School,Professional,No,2,2-5 Miles,North America,57,0
22235,Married,Male,60000,1,Partial College,Professional,Yes,1,10+ Miles,North America,55,1
22239,Married,Female,40000,0,Bachelors,Skilled Manual,Yes,0,0-1 Miles,Europe,43,0
22242,Married,Female,70000,0,Graduate Degree,Management,Yes,2,5-10 Miles,North America,53,1
22244,Married,Male,60000,0,High School,Professional,No,2,1-2 Miles,North America,50,0
22248,Married,Male,120000,4,High School,Professional,Yes,4,5-10 Miles,Europe,50,0
22256,Married,Female,60000,0,Graduate Degree,Professional,Yes,0,0-1 Miles,North America,36,0
22261,Married,Female,10000,0,Partial College,Manual,Yes,0,1-2 Miles,Europe,50,0
22265,Single,Male,20000,0,High School,Manual,Yes,1,2-5 Miles,Europe,29,0
22277,Single,Female,80000,3,Partial College,Professional,Yes,2,2-5 Miles,North America,42,0
22279,Married,Male,30000,1,Bachelors,Clerical,Yes,1,2-5 Miles,Europe,40,1
22286,Married,Female,80000,0,Partial High School,Skilled Manual,Yes,2,5-10 Miles,North America,52,0
22296,Single,Male,40000,0,Partial College,Skilled Manual,No,1,5-10 Miles,North America,28,0
22303,Married,Female,10000,1,High School,Manual,Yes,0,2-5 Miles,Pacific,30,1
22304,Married,Male,80000,4,Partial College,Professional,Yes,3,1-2 Miles,North America,46,0
22321,Single,Male,10000,3,Partial High School,Manual,Yes,2,0-1 Miles,Europe,42,0
22325,Single,Female,20000,1,Partial College,Manual,No,0,1-2 Miles,Europe,45,0
22327,Married,Male,100000,0,Bachelors,Professional,Yes,1,10+ Miles,Pacific,47,0
22331,Married,Male,30000,0,High School,Skilled Manual,No,2,0-1 Miles,North America,48,0
22332,Married,Female,130000,5,High School,Management,Yes,4,0-1 Miles,Pacific,33,1
22337,Single,Male,60000,0,Graduate Degree,Skilled Manual,Yes,0,1-2 Miles,North America,46,0
22338,Married,Female,10000,1,High School,Manual,Yes,1,2-5 Miles,Europe,46,0
22342,Married,Female,120000,4,Graduate Degree,Management,Yes,3,2-5 Miles,North America,65,0
22344,Married,Female,70000,0,Bachelors,Management,No,2,1-2 Miles,North America,64,0
22345,Married,Female,100000,3,Graduate Degree,Management,Yes,3,5-10 Miles,North America,65,0
22347,Single,Male,30000,0,High School,Manual,No,1,1-2 Miles,Europe,28,0
22350,Single,Male,110000,4,Graduate Degree,Management,Yes,0,5-10 Miles,North America,68,0
22351,Married,Female,100000,1,Bachelors,Management,No,0,10+ Miles,Pacific,48,0
22352,Single,Female,20000,1,Partial High School,Clerical,Yes,2,5-10 Miles,Pacific,57,0
22353,Married,Female,40000,0,Bachelors,Management,Yes,1,0-1 Miles,Pacific,53,0
22354,Married,Male,60000,3,Bachelors,Professional,Yes,0,0-1 Miles,North America,47,0
22355,Married,Male,100000,3,Partial College,Professional,Yes,4,5-10 Miles,Europe,49,1
22358,Married,Male,90000,5,Partial College,Professional,Yes,3,0-1 Miles,North America,42,0
22359,Single,Female,20000,0,Partial College,Manual,No,0,0-1 Miles,Europe,63,0
22363,Single,Female,70000,1,High School,Professional,Yes,2,2-5 Miles,North America,55,0
22367,Single,Female,30000,0,Partial College,Clerical,No,1,1-2 Miles,Europe,32,0
22369,Married,Male,60000,0,Graduate Degree,Management,No,2,1-2 Miles,North America,67,0
22370,Single,Male,20000,0,Partial High School,Clerical,Yes,2,1-2 Miles,North America,50,0
22371,Single,Female,40000,0,High School,Skilled Manual,Yes,2,5-10 Miles,North America,27,0
22375,Married,Male,70000,1,Bachelors,Management,No,1,1-2 Miles,North America,59,0
22377,Single,Female,60000,0,Partial College,Skilled Manual,Yes,1,5-10 Miles,Pacific,45,0
22379,Single,Female,20000,0,Partial High School,Manual,No,2,0-1 Miles,Europe,26,0
22380,Single,Female,70000,1,High School,Professional,Yes,2,10+ Miles,Europe,62,0
22381,Single,Male,70000,0,Bachelors,Professional,No,1,5-10 Miles,Pacific,42,0
22382,Single,Female,20000,0,Partial High School,Clerical,No,2,0-1 Miles,North America,50,0
22384,Single,Male,90000,2,High School,Professional,Yes,1,10+ Miles,Europe,52,0
22385,Single,Female,20000,0,Partial High School,Manual,No,2,0-1 Miles,Europe,91,0
22386,Married,Female,10000,3,Partial High School,Manual,Yes,1,0-1 Miles,Europe,39,0
22387,Married,Female,80000,5,Graduate Degree,Management,Yes,3,0-1 Miles,Pacific,39,0
22388,Single,Female,60000,1,Partial High School,Skilled Manual,No,2,2-5 Miles,North America,53,0
22394,Married,Male,130000,4,High School,Professional,Yes,4,0-1 Miles,Europe,52,0
22405,Married,Male,40000,0,High School,Professional,No,2,1-2 Miles,North America,59,0
22410,Married,Female,60000,0,Partial College,Skilled Manual,Yes,1,0-1 Miles,North America,46,0
22412,Single,Female,20000,0,High School,Manual,No,1,5-10 Miles,Europe,30,0
22413,Single,Female,60000,4,Bachelors,Skilled Manual,No,2,0-1 Miles,North America,42,0
22424,Single,Female,30000,0,Partial College,Skilled Manual,No,1,1-2 Miles,North America,32,0
22425,Single,Male,30000,3,Partial College,Clerical,Yes,2,0-1 Miles,Europe,27,0
22432,Single,Male,20000,0,Partial High School,Clerical,No,2,1-2 Miles,North America,51,0
22453,Single,Female,50000,0,Partial College,Skilled Manual,No,1,1-2 Miles,North America,32,0
22477,Married,Male,100000,4,High School,Professional,Yes,3,2-5 Miles,Europe,52,0
22482,Single,Female,40000,0,Partial High School,Clerical,No,2,1-2 Miles,Pacific,52,0
22483,Married,Female,10000,0,Graduate Degree,Manual,Yes,0,0-1 Miles,Europe,40,0
22485,Single,Female,60000,1,Partial College,Professional,Yes,2,10+ Miles,North America,56,1
22486,Married,Male,70000,1,Partial College,Professional,Yes,2,10+ Miles,North America,58,0
22489,Single,Male,60000,0,Graduate Degree,Professional,Yes,0,2-5 Miles,North America,39,1
22491,Married,Male,50000,3,Bachelors,Skilled Manual,Yes,3,10+ Miles,North America,41,0
22492,Single,Male,40000,0,Bachelors,Professional,No,1,2-5 Miles,North America,41,0
22493,Single,Male,130000,4,Partial College,Professional,No,2,0-1 Miles,Europe,49,1
22494,Single,Female,40000,0,High School,Skilled Manual,Yes,2,5-10 Miles,North America,31,0
22496,Single,Male,30000,3,Partial College,Clerical,Yes,1,0-1 Miles,Europe,27,0
22497,Married,Male,110000,4,Bachelors,Management,Yes,4,10+ Miles,Europe,61,0
22499,Married,Male,40000,1,High School,Professional,Yes,2,2-5 Miles,North America,57,0
22511,Married,Male,30000,5,Partial College,Clerical,Yes,1,0-1 Miles,Europe,28,0
22515,Single,Female,10000,0,Partial High School,Manual,No,2,1-2 Miles,Europe,34,0
22527,Married,Male,90000,4,Partial College,Professional,Yes,3,1-2 Miles,North America,44,0
22528,Single,Male,30000,0,High School,Professional,No,2,1-2 Miles,North America,58,0
22529,Married,Female,70000,4,Bachelors,Professional,Yes,2,0-1 Miles,Pacific,43,0
22531,Single,Male,30000,0,High School,Skilled Manual,No,2,0-1 Miles,North America,30,0
22532,Married,Female,30000,0,High School,Skilled Manual,Yes,2,5-10 Miles,Pacific,54,0
22533,Single,Female,10000,0,Partial College,Manual,Yes,0,0-1 Miles,Europe,49,0
22534,Married,Female,70000,0,Partial High School,Skilled Manual,Yes,2,5-10 Miles,North America,49,0
22540,Single,Male,10000,0,Partial High School,Manual,No,2,0-1 Miles,Europe,35,0
22542,Married,Male,70000,1,Bachelors,Management,Yes,1,10+ Miles,North America,59,0
22544,Single,Female,60000,0,Bachelors,Management,No,2,1-2 Miles,North America,65,0
22545,Single,Female,60000,1,Partial College,Professional,Yes,2,10+ Miles,North America,56,0
22546,Single,Female,30000,0,Partial College,Clerical,Yes,1,2-5 Miles,Europe,29,0
22550,Married,Male,60000,1,Partial College,Professional,Yes,1,2-5 Miles,North America,56,0
22552,Married,Female,60000,1,High School,Professional,No,2,2-5 Miles,North America,54,0
22553,Married,Male,100000,4,Partial College,Professional,Yes,4,10+ Miles,Europe,54,0
22556,Single,Female,50000,0,Partial College,Skilled Manual,No,1,1-2 Miles,North America,32,0
22559,Single,Female,80000,0,Partial High School,Skilled Manual,No,2,1-2 Miles,North America,50,0
22564,Single,Female,20000,1,Partial College,Manual,No,0,0-1 Miles,Europe,46,1
22565,Single,Male,90000,5,Partial College,Professional,No,4,0-1 Miles,North America,42,0
22567,Married,Male,110000,5,Partial High School,Professional,Yes,3,10+ Miles,Europe,59,1
22568,Married,Male,30000,0,High School,Skilled Manual,Yes,2,5-10 Miles,North America,26,0
22582,Single,Male,10000,0,Graduate Degree,Manual,Yes,0,0-1 Miles,Europe,44,0
22584,Married,Female,40000,0,Partial College,Clerical,Yes,1,1-2 Miles,North America,47,1
22620,Single,Male,60000,0,Bachelors,Management,No,2,1-2 Miles,North America,62,0
22624,Single,Female,100000,5,High School,Management,Yes,2,10+ Miles,Pacific,31,1
22625,Married,Female,70000,0,Partial College,Professional,Yes,2,5-10 Miles,North America,33,1
22629,Married,Male,70000,1,Partial College,Professional,Yes,1,2-5 Miles,North America,58,0
22659,Single,Male,50000,2,Bachelors,Skilled Manual,Yes,1,2-5 Miles,North America,39,1
22660,Married,Female,20000,1,Partial High School,Clerical,Yes,2,1-2 Miles,Pacific,57,0
22661,Married,Male,90000,1,High School,Management,Yes,3,10+ Miles,Europe,58,0
22670,Single,Female,100000,0,Bachelors,Professional,No,1,5-10 Miles,Pacific,39,0
22676,Single,Male,110000,0,Graduate Degree,Management,No,3,1-2 Miles,Pacific,40,0
22677,Single,Female,60000,3,Bachelors,Professional,No,1,0-1 Miles,Pacific,40,0
22682,Married,Female,60000,3,Bachelors,Professional,Yes,1,2-5 Miles,Pacific,41,0
22684,Single,Female,20000,0,High School,Manual,No,1,5-10 Miles,Europe,31,0
22688,Single,Female,120000,5,Partial High School,Professional,Yes,4,10+ Miles,Pacific,33,1
22694,Single,Female,60000,0,Bachelors,Professional,No,4,2-5 Miles,Pacific,30,0
22696,Single,Female,100000,0,Bachelors,Professional,No,1,5-10 Miles,Pacific,40,0
22697,Single,Female,60000,1,High School,Professional,Yes,2,10+ Miles,North America,55,0
22698,Married,Male,40000,0,Partial College,Clerical,No,1,0-1 Miles,North America,47,0
22699,Single,Male,30000,0,Partial College,Clerical,No,1,2-5 Miles,Europe,27,0
22700,Single,Male,60000,1,Bachelors,Management,Yes,0,10+ Miles,North America,58,0
22703,Married,Female,80000,5,Graduate Degree,Management,Yes,2,0-1 Miles,Pacific,39,0
22705,Married,Female,50000,0,Graduate Degree,Skilled Manual,Yes,0,1-2 Miles,North America,34,0
22706,Married,Male,110000,3,Bachelors,Management,Yes,1,5-10 Miles,North America,43,0
22715,Married,Female,100000,3,Graduate Degree,Management,Yes,4,2-5 Miles,Europe,62,0
22720,Married,Male,30000,0,High School,Skilled Manual,No,2,0-1 Miles,North America,26,0
22721,Married,Male,60000,0,Partial College,Skilled Manual,Yes,1,5-10 Miles,Pacific,46,0
22723,Single,Male,90000,3,High School,Professional,No,2,1-2 Miles,North America,46,0
22725,Married,Male,50000,4,Bachelors,Skilled Manual,Yes,4,10+ Miles,North America,42,0
22727,Married,Female,80000,4,Bachelors,Professional,No,2,0-1 Miles,Pacific,48,0
22729,Single,Male,80000,5,Bachelors,Professional,Yes,4,1-2 Miles,Pacific,38,0
22730,Married,Male,100000,3,Partial College,Professional,Yes,0,1-2 Miles,North America,45,0
22731,Married,Female,10000,0,Graduate Degree,Manual,Yes,0,0-1 Miles,Europe,40,0
22739,Married,Female,30000,0,High School,Skilled Manual,Yes,2,5-10 Miles,North America,26,0
22742,Married,Female,100000,3,High School,Professional,No,4,2-5 Miles,Europe,51,0
22743,Married,Female,60000,0,Bachelors,Management,Yes,3,2-5 Miles,North America,59,0
22746,Single,Male,60000,4,Bachelors,Skilled Manual,No,2,0-1 Miles,North America,42,0
22747,Married,Female,20000,0,Partial High School,Clerical,No,2,0-1 Miles,North America,51,0
22750,Married,Male,40000,0,Bachelors,Professional,No,1,0-1 Miles,North America,42,0
22752,Single,Male,90000,1,High School,Management,Yes,3,10+ Miles,Europe,56,0
22754,Married,Male,150000,4,High School,Professional,Yes,3,5-10 Miles,Europe,50,0
22755,Married,Female,80000,0,Graduate Degree,Professional,Yes,0,0-1 Miles,North America,36,1
22757,Single,Male,100000,1,Bachelors,Management,Yes,3,2-5 Miles,Pacific,47,0
22762,Married,Female,70000,5,Graduate Degree,Professional,No,3,10+ Miles,North America,47,0
